year,term,value,source,corpus,smoothing,case_sensitive,primary_layer,layer_name,function_mode
1817,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1818,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1819,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1820,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1821,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1822,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1823,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1824,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1825,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1826,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1827,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1828,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1829,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1830,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1831,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1832,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1833,artificial fertilisation,2.4447435187369138e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1834,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1835,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1836,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1837,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1838,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1839,artificial fertilisation,7.166784388168423e-10,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1840,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1841,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1842,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1843,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1844,artificial fertilisation,1.3139621835023263e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1845,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1846,artificial fertilisation,5.072017250640215e-10,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1847,artificial fertilisation,4.035470180241418e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1848,artificial fertilisation,7.650069022702155e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1849,artificial fertilisation,3.693281458438946e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1850,artificial fertilisation,4.75330275140351e-10,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1851,artificial fertilisation,1.3503600460040843e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1852,artificial fertilisation,1.2705995144912663e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1853,artificial fertilisation,3.578161322792539e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1854,artificial fertilisation,4.802719555385693e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1855,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1856,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1857,artificial fertilisation,1.6954962989146338e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1858,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1859,artificial fertilisation,8.09424083314525e-10,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1860,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1861,artificial fertilisation,4.958293775558786e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1862,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1863,artificial fertilisation,8.009265917152675e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1864,artificial fertilisation,1.6879503350608616e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1865,artificial fertilisation,2.552162925439916e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1866,artificial fertilisation,8.611271695713185e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1867,artificial fertilisation,6.4609100292045696e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1868,artificial fertilisation,8.876647805688975e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1869,artificial fertilisation,8.125440764672476e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1870,artificial fertilisation,3.680876381473297e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1871,artificial fertilisation,3.831166939249897e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1872,artificial fertilisation,1.206289909627678e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1873,artificial fertilisation,6.107881922456926e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1874,artificial fertilisation,1.0366800307082258e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1875,artificial fertilisation,2.1609579126113942e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1876,artificial fertilisation,1.2838975327333912e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1877,artificial fertilisation,2.486350592079134e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1878,artificial fertilisation,1.3654929686968131e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1879,artificial fertilisation,9.821201685245029e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1880,artificial fertilisation,9.008276291577744e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1881,artificial fertilisation,7.005730495723839e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1882,artificial fertilisation,8.83396522599611e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1883,artificial fertilisation,1.9280271823518547e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1884,artificial fertilisation,3.460282786693636e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1885,artificial fertilisation,1.676518035509389e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1886,artificial fertilisation,2.1913751188651354e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1887,artificial fertilisation,1.58393216320718e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1888,artificial fertilisation,9.72656558073659e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1889,artificial fertilisation,1.3873415527498878e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1890,artificial fertilisation,1.5323332658301325e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1891,artificial fertilisation,2.0013141227570586e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1892,artificial fertilisation,7.537488203035458e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1893,artificial fertilisation,1.4393593872341626e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1894,artificial fertilisation,3.135314827207303e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1895,artificial fertilisation,1.5026302799259206e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1896,artificial fertilisation,1.2435690505130381e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1897,artificial fertilisation,1.2186037207095879e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1898,artificial fertilisation,7.811479019181888e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1899,artificial fertilisation,1.045446618164192e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1900,artificial fertilisation,1.0740174749557241e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1901,artificial fertilisation,1.2345786115641744e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1902,artificial fertilisation,1.2359498868796948e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1903,artificial fertilisation,1.3565123135883539e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1904,artificial fertilisation,8.011937779883738e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1905,artificial fertilisation,1.1504255548189235e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1906,artificial fertilisation,1.0695124785797816e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1907,artificial fertilisation,9.692671110173023e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1908,artificial fertilisation,7.4194883015188395e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1909,artificial fertilisation,7.341126873061654e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1910,artificial fertilisation,6.108815620020636e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1911,artificial fertilisation,6.297041332814501e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1912,artificial fertilisation,5.7193893232554416e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1913,artificial fertilisation,5.178342407652359e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1914,artificial fertilisation,3.789492108996484e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1915,artificial fertilisation,7.7719040092461e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1916,artificial fertilisation,5.246761546062739e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1917,artificial fertilisation,5.44819833692145e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1918,artificial fertilisation,2.473462573648888e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1919,artificial fertilisation,8.023521902433828e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1920,artificial fertilisation,5.36627542402357e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1921,artificial fertilisation,7.835076115680906e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1922,artificial fertilisation,4.163978217786024e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1923,artificial fertilisation,6.576199473862232e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
