year,term,value,source,corpus,smoothing,case_sensitive,query_group
1837,artificial light,1.9800555128846042e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1838,artificial light,1.5437880102053825e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1839,artificial light,3.3182211223170555e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1840,artificial light,3.350607598595623e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1841,artificial light,3.5851299307054774e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1842,artificial light,2.8103899385456543e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1843,artificial light,3.2514862829957636e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1844,artificial light,2.93641993387439e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1845,artificial light,3.24733946843736e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1846,artificial light,2.576584700042517e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1847,artificial light,4.1817558571466407e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1848,artificial light,2.573701815555829e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1849,artificial light,3.571930635715148e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1850,artificial light,3.09440007839612e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1851,artificial light,3.37139890005389e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1852,artificial light,3.22732273516646e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1853,artificial light,3.971759143794884e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1854,artificial light,4.2984340176133173e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1855,artificial light,4.2592186322298886e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1856,artificial light,3.6578458506575373e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1857,artificial light,3.7004207190105554e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1858,artificial light,4.214626738718863e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1859,artificial light,4.6056231406410575e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1860,artificial light,5.001755490063875e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1861,artificial light,5.598364161973901e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1862,artificial light,6.966904777527816e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1863,artificial light,4.782003091285958e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1864,artificial light,6.24963625156516e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1865,artificial light,4.5556108130284656e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1866,artificial light,5.219179501358973e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1867,artificial light,4.454438430334662e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1868,artificial light,3.388977208307331e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1869,artificial light,5.52883221816014e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1870,artificial light,5.371012065102931e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1871,artificial light,3.7371291422561015e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1872,artificial light,3.9680587748947005e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1873,artificial light,4.725571770003434e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1874,artificial light,3.347866468494942e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1875,artificial light,4.0409914614514264e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1876,artificial light,4.020025707873742e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1877,artificial light,3.981120852980524e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1878,artificial light,5.945356284509096e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1879,artificial light,6.6784174101997e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1880,artificial light,5.314883038676221e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1881,artificial light,4.813196285424759e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1882,artificial light,6.131249491725388e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1883,artificial light,5.755517968886181e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1884,artificial light,5.390641642788463e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1885,artificial light,4.857431612492746e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1886,artificial light,4.843616914496085e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1887,artificial light,4.3665157556382894e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1888,artificial light,4.795792422906953e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1889,artificial light,5.250992711758329e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1890,artificial light,4.858854186218231e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1891,artificial light,5.471517661448377e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1892,artificial light,5.710106792122804e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1893,artificial light,5.34297128540473e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1894,artificial light,4.929411624859936e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1895,artificial light,4.845183401158693e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1896,artificial light,5.128925105873927e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1897,artificial light,6.318229098245531e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1898,artificial light,5.537137042210816e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1899,artificial light,5.357207575329426e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1900,artificial light,6.218425641080216e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1901,artificial light,6.204082537014655e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1902,artificial light,5.805061141228585e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1903,artificial light,6.127125159877123e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1904,artificial light,5.604600756825562e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1905,artificial light,5.631030244312996e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1906,artificial light,6.442375024562352e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1907,artificial light,6.586288521237549e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1908,artificial light,7.670177131213762e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1909,artificial light,7.363372565016846e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1910,artificial light,6.856368906654753e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1911,artificial light,7.499203356076123e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1912,artificial light,8.297128270828846e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1913,artificial light,9.731375399460451e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1914,artificial light,8.277198033090905e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1915,artificial light,0.0000011942825789978961,Google Books Ngram Viewer,en,0,false,priority_phrase
1916,artificial light,8.813569199114801e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1917,artificial light,8.79042049817258e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1918,artificial light,8.786169067298566e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1919,artificial light,8.779738938924364e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1920,artificial light,9.682294057622443e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1921,artificial light,9.205258855726761e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1922,artificial light,9.381253535112322e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1923,artificial light,0.0000010173256175111112,Google Books Ngram Viewer,en,0,false,priority_phrase
1924,artificial light,0.0000010149157775307671,Google Books Ngram Viewer,en,0,false,priority_phrase
1925,artificial light,0.0000010446428377886008,Google Books Ngram Viewer,en,0,false,priority_phrase
1926,artificial light,0.000001083246411737182,Google Books Ngram Viewer,en,0,false,priority_phrase
1927,artificial light,9.651775220997916e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1928,artificial light,9.309256503581276e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1929,artificial light,9.172087826192499e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1930,artificial light,8.842719209645189e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1931,artificial light,9.105838994771798e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1932,artificial light,8.829542506583188e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1933,artificial light,9.037298596137333e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1934,artificial light,9.094868947401302e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1935,artificial light,8.561931289507996e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1936,artificial light,8.018101034235059e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1937,artificial light,9.063798474540086e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1938,artificial light,8.74708112927336e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1939,artificial light,7.685847173699578e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1940,artificial light,7.766793801017302e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1941,artificial light,7.133743804149661e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1942,artificial light,7.067385678349858e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1943,artificial light,6.010058031247212e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1944,artificial light,6.771431691754426e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1945,artificial light,6.365748148745576e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1946,artificial light,6.487574014599207e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1947,artificial light,6.037340908315869e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1948,artificial light,6.229693248066548e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1949,artificial light,6.057518101634796e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1950,artificial light,5.307675780968912e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1951,artificial light,5.386757365027917e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1952,artificial light,6.026122019511804e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1953,artificial light,5.355189980349451e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1954,artificial light,5.404551787352441e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1955,artificial light,5.250847782342638e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1956,artificial light,6.46521218082563e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1957,artificial light,4.837929768047866e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1958,artificial light,5.260852602509414e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1959,artificial light,4.568317960584878e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1960,artificial light,4.5931051205483353e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1961,artificial light,4.361066325841989e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1962,artificial light,4.371058772711933e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1963,artificial light,4.5516465146944185e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1964,artificial light,3.820840319690433e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1965,artificial light,3.55146396291417e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1966,artificial light,3.6898717473143883e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1967,artificial light,3.460124643472895e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1968,artificial light,3.3914929192802035e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1969,artificial light,3.284051290769474e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1970,artificial light,3.203514395005991e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1971,artificial light,3.165806143901051e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1972,artificial light,2.8807138749420425e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1973,artificial light,2.908970047621473e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1974,artificial light,3.1301278155537737e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1975,artificial light,2.962521464464074e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1976,artificial light,3.1156008886007447e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1977,artificial light,2.7106800985429724e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1978,artificial light,2.815931368499447e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1979,artificial light,2.7674552155118604e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1980,artificial light,2.7259054688130724e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1981,artificial light,2.7987663712633615e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1982,artificial light,2.6634119708671133e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1983,artificial light,2.5220471114306697e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1984,artificial light,2.1352813439623475e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1985,artificial light,2.3654364630920632e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1986,artificial light,2.2738696569407635e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1987,artificial light,2.389685000506181e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1988,artificial light,2.2419035961007694e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1989,artificial light,2.3126352487537472e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1990,artificial light,2.1183068184271736e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1991,artificial light,1.962406873667888e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1992,artificial light,1.91930558449821e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1993,artificial light,2.065067111617358e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1994,artificial light,1.9606690049300823e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1995,artificial light,1.830884483744466e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1996,artificial light,1.9016208893662956e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1997,artificial light,2.0738346628162985e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1998,artificial light,2.0475116624396605e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1999,artificial light,2.0851369492841387e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2000,artificial light,2.012672808415772e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2001,artificial light,2.054336462192774e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2002,artificial light,2.1722276884877934e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2003,artificial light,2.1268465361101718e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2004,artificial light,2.2076417280358918e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2005,artificial light,2.1288787827034028e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2006,artificial light,2.29182073319123e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2007,artificial light,2.3617870288650256e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2008,artificial light,2.3722161958047994e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2009,artificial light,2.45411015620256e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2010,artificial light,2.560011903574022e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2011,artificial light,2.863985270676328e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2012,artificial light,2.8501356243507137e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2013,artificial light,3.12795229402002e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2014,artificial light,2.6958743094829263e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2015,artificial light,2.862184572960391e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2016,artificial light,2.698234898845797e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2017,artificial light,2.6826917977340603e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2018,artificial light,2.841498057959413e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
2019,artificial light,2.9730234510361164e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1800,artificial flowers,2.2968387991539885e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1801,artificial flowers,2.523732296477732e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1802,artificial flowers,2.1856297394151625e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1803,artificial flowers,1.4707048157092117e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1804,artificial flowers,1.4407909354474668e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1805,artificial flowers,1.727207949997478e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1806,artificial flowers,2.470826911959989e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1807,artificial flowers,1.6286503168316813e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1808,artificial flowers,2.0720578830513148e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1809,artificial flowers,1.2061907650462445e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1810,artificial flowers,1.7004038066481542e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1811,artificial flowers,1.511620379979206e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1812,artificial flowers,1.1617659723128781e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1813,artificial flowers,2.4637904783020304e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1814,artificial flowers,1.2732985621433102e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1815,artificial flowers,2.1540711525602774e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1816,artificial flowers,2.0201298411848256e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1817,artificial flowers,2.5041971696282417e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1818,artificial flowers,2.5109461576633407e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1819,artificial flowers,2.554184943548421e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1820,artificial flowers,2.8957515141314616e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1821,artificial flowers,2.9421353175962395e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1822,artificial flowers,2.2909477637167441e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1823,artificial flowers,2.624194521683165e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1824,artificial flowers,2.248684752848007e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1825,artificial flowers,3.281858453885178e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1826,artificial flowers,2.1717880471783246e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1827,artificial flowers,3.09839180090421e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1828,artificial flowers,2.8364522186574703e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1829,artificial flowers,2.2992791071096974e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1830,artificial flowers,2.5104499334904773e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1831,artificial flowers,2.883926301100459e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1832,artificial flowers,2.9974432269597173e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1833,artificial flowers,3.235210591645554e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1834,artificial flowers,3.1026713820381246e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1835,artificial flowers,3.249032216601222e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1836,artificial flowers,2.107361227743354e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1837,artificial flowers,2.3344622868126663e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1838,artificial flowers,2.935478877752473e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1839,artificial flowers,2.9312148952520545e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1840,artificial flowers,2.997532835280481e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1841,artificial flowers,4.34199041166039e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1842,artificial flowers,3.522700617875074e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1843,artificial flowers,3.180380337974853e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1844,artificial flowers,3.4620046651667735e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1845,artificial flowers,3.7356990256753875e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1846,artificial flowers,3.570700298771712e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1847,artificial flowers,4.449105786008545e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1848,artificial flowers,3.420673904130922e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1849,artificial flowers,4.099542367796971e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1850,artificial flowers,4.6534835079770076e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1851,artificial flowers,9.99266454471126e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1852,artificial flowers,7.865010864527289e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1853,artificial flowers,4.743051658095965e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1854,artificial flowers,4.998830713809355e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1855,artificial flowers,4.952007764957855e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1856,artificial flowers,4.614576765149536e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1857,artificial flowers,5.200934740656749e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1858,artificial flowers,4.070464392214035e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1859,artificial flowers,4.504444990338641e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1860,artificial flowers,3.880009864509759e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1861,artificial flowers,4.0793232969349447e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1862,artificial flowers,6.215665395714609e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1863,artificial flowers,4.5228795286789136e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1864,artificial flowers,3.823207421760344e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1865,artificial flowers,3.628324956039819e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1866,artificial flowers,3.7140790531964285e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1867,artificial flowers,3.837062645395406e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1868,artificial flowers,2.9229531683938603e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1869,artificial flowers,3.437414619611445e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1870,artificial flowers,3.3097212293053957e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1871,artificial flowers,3.650057180948352e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1872,artificial flowers,3.7775919281557435e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1873,artificial flowers,3.9926258210698506e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1874,artificial flowers,4.1497690439484813e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1875,artificial flowers,3.4420972916393566e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1876,artificial flowers,5.263979719893896e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1877,artificial flowers,3.779844979234781e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1878,artificial flowers,3.858883166341087e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1879,artificial flowers,3.4510612240135075e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1880,artificial flowers,3.505720684859881e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1881,artificial flowers,3.207067735266911e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
1882,artificial flowers,2.8650698449816936e-7,Google Books Ngram Viewer,en,0,false,priority_phrase
